source_variable,unit_measure,unit_measure_label,type,type_label,technology_domain,technology_domain_label,regional_patent_office,regional_patent_office_label,candidate_role,recommended_use,include,reason,coverage_checked,dataset_id,variable,total_rows,non_missing_observations,missing_observations,countries_total,countries_with_data,years_total,years_with_data,first_year,last_year
IX.COL.ENE.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENE.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENE.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENE.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENV_PAT.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENV_PAT.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENV_PAT.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENV_PAT.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENV_PAT.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ENV_PAT.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GHG.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GHG.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GHG.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GHG.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GHG.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GHG.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GOODS.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GOODS.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GOODS.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GOODS.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GOODS.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.GOODS.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ICT.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ICT.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ICT.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ICT.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ICT.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.ICT.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.MAN.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,MAN,Environmental management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.MAN.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,MAN,Environmental management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.MAN.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,MAN,Environmental management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.MAN.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,MAN,Environmental management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.MAN.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,MAN,Environmental management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.MAN.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,MAN,Environmental management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.OCEAN.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,OCEAN,Sustainable ocean economy,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.OCEAN.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,OCEAN,Sustainable ocean economy,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.OCEAN.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,OCEAN,Sustainable ocean economy,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.OCEAN.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,OCEAN,Sustainable ocean economy,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.OCEAN.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,OCEAN,Sustainable ocean economy,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.OCEAN.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,OCEAN,Sustainable ocean economy,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.TRA.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.TRA.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.TRA.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.TRA.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.TRA.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.TRA.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,TRA,Climate change mitigation technologies related to transportation,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.WAT_WASTE.ARIPO,IX,Index,COL,International collaboration in development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.WAT_WASTE.EAPO,IX,Index,COL,International collaboration in development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.WAT_WASTE.EPO,IX,Index,COL,International collaboration in development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.WAT_WASTE.GCC,IX,Index,COL,International collaboration in development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.WAT_WASTE.OAPI,IX,Index,COL,International collaboration in development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.COL.WAT_WASTE.PCT,IX,Index,COL,International collaboration in development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ADAPT.ARIPO,IX,Index,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ADAPT.EAPO,IX,Index,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ADAPT.EPO,IX,Index,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ADAPT.GCC,IX,Index,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ADAPT.OAPI,IX,Index,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ADAPT.PCT,IX,Index,DEV,Development of environment-related technologies,ADAPT,Climate change adaptation technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.BUILD.ARIPO,IX,Index,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.BUILD.EAPO,IX,Index,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.BUILD.EPO,IX,Index,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.BUILD.GCC,IX,Index,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.BUILD.OAPI,IX,Index,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.BUILD.PCT,IX,Index,DEV,Development of environment-related technologies,BUILD,Climate change mitigation technologies related to buildings,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENE.ARIPO,IX,Index,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENE.EAPO,IX,Index,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENE.EPO,IX,Index,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENE.GCC,IX,Index,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENE.OAPI,IX,Index,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENE.PCT,IX,Index,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENV_PAT.ARIPO,IX,Index,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENV_PAT.EAPO,IX,Index,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENV_PAT.EPO,IX,Index,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENV_PAT.GCC,IX,Index,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENV_PAT.OAPI,IX,Index,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.ENV_PAT.PCT,IX,Index,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GHG.ARIPO,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GHG.EAPO,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GHG.EPO,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GHG.GCC,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",GCC,Patent Office of the Cooperation Council for the Arab States of the Gulf,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GHG.OAPI,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",OAPI,African Intellectual Property Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GHG.PCT,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",PCT,Patent Cooperation Treaty,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GOODS.ARIPO,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,ARIPO,African Regional Industrial Property Organisation,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GOODS.EAPO,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EAPO,Eurasian Patent Organization,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
IX.DEV.GOODS.EPO,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,EPO,European Patent Office,breakdown_candidate,diagnostic breakdown candidate,False,"Patent-office breakdown may help diagnose regional patenting routes, but it is too narrow for the main country-year outcome.",False,,,,,,,,,,,
